6.283185307	4.442882938
3.141592654	7.088890676
1.570796327	6.584182389
0.7853981634	3.103938595
0.3926990817	1.135126591
0.1963495408	0.4531122296
0.09817477042	0.2008821116
0.04908738521	0.09454900553
0.02454369261	0.04587201242
0.0122718463	0.02259433904
0.006135923152	0.01121287651
0.003067961576	0.00558550562
0.001533980788	0.002787537233
0.0007669903939	0.00139246692
0.000383495197	0.0006959083106
0.0001917475985	0.0003478729023
9.587379924e-05	0.0001739161422
4.793689962e-05	8.69529944e-05
2.396844981e-05	4.347522808e-05
1.198422491e-05	2.173729677e-05
5.992112453e-06	1.086856908e-05
2.996056226e-06	5.434264736e-06
1.498028113e-06	2.717127362e-06
