6.283185307	40.44846322
3.141592654	3.241738741
1.570796327	0.1745691796
0.7853981634	0.01173696562
0.3926990817	0.0007288424386
0.1963495408	4.526433498e-05
0.09817477042	2.818940138e-06
0.04908738521	1.758546211e-07
0.02454369261	1.098041402e-08
0.0122718463	6.859441004e-10
0.006135923152	4.286110066e-11
0.003067961576	2.6774627e-12
0.001533980788	1.678395112e-13
0.0007669903939	1.206451575e-14
0.000383495197	1.956745482e-15
0.0001917475985	4.313408471e-15
9.587379924e-05	7.831904427e-15
4.793689962e-05	1.785701773e-14
2.396844981e-05	2.107495144e-14
1.198422491e-05	3.008793584e-14
5.992112453e-06	7.805373107e-15
2.996056226e-06	4.127931045e-14
1.498028113e-06	7.433805178e-14
