6.283185307	14.64777768
3.141592654	14.73085508
1.570796327	2.953368442
0.7853981634	0.4282090776
0.3926990817	0.09596034645
0.1963495408	0.02352371525
0.09817477042	0.00585056092
0.04908738521	0.001459653278
0.02454369261	0.0003645595455
0.0122718463	9.109588705e-05
0.006135923152	2.276845387e-05
0.003067961576	5.6914216e-06
0.001533980788	1.422768752e-06
0.0007669903939	3.556813447e-07
0.000383495197	8.891898055e-08
0.0001917475985	2.22295775e-08
9.587379924e-05	5.55736883e-09
4.793689962e-05	1.389342546e-09
2.396844981e-05	3.473352064e-10
1.198422491e-05	8.681289957e-11
5.992112453e-06	2.170916282e-11
2.996056226e-06	5.396715491e-12
1.498028113e-06	1.420946268e-12
